JobId,SessionId,Status,Reason,Created,Completed,Program,Name,Service,Instance,Tags,Usage (seconds)
cqf4sh6fejeg008tr10g,,Completed,,2024-02-27T20:57:40.705128Z,2024-02-27T21:06:17.46Z,sampler,,ibm_kyoto,ibm-q/open/main,,20
cqf4sfxfejeg008tr0zg,,Completed,,2024-02-27T20:57:35.892068Z,2024-02-27T21:06:07.512Z,sampler,,ibm_kyoto,ibm-q/open/main,,20
cqf451mgepgg008fe7g0,,Completed,,2024-02-27T20:13:58.43889Z,2024-02-27T20:56:31.79Z,sampler,,ibm_kyoto,ibm-q/open/main,,20
cqf44zkxftxg0089c8h0,,Completed,,2024-02-27T20:13:50.626895Z,2024-02-27T20:56:05.73Z,sampler,,ibm_kyoto,ibm-q/open/main,,20
cqf44xv3ptq0008735q0,,Completed,,2024-02-27T20:13:43.980342Z,2024-02-27T20:56:02.15Z,sampler,,ibm_kyoto,ibm-q/open/main,,20
cqf3skyxdecg008wa18g,,Completed,,2024-02-27T19:49:35.815603Z,2024-02-27T20:09:05.322Z,sampler,,ibm_kyoto,ibm-q/open/main,,19
cqf3sjp3ptq00087359g,,Completed,,2024-02-27T19:49:31.041982Z,2024-02-27T20:09:03.205Z,sampler,,ibm_kyoto,ibm-q/open/main,,19
cqf3shegepgg008fe720,,Completed,,2024-02-27T19:49:25.971076Z,2024-02-27T20:09:06.242Z,sampler,,ibm_kyoto,ibm-q/open/main,,19
cqf2nwzgtagg008qthx0,,Completed,,2024-02-27T18:33:23.430145Z,2024-02-27T18:56:33.261Z,sampler,,ibm_kyoto,ibm-q/open/main,,19
cqf2nvf3ptq0008732xg,,Completed,,2024-02-27T18:33:17.482489Z,2024-02-27T18:56:28.621Z,sampler,,ibm_kyoto,ibm-q/open/main,,19
cqf2nsqgepgg008fe4q0,,Completed,,2024-02-27T18:33:11.102983Z,2024-02-27T18:56:23.66Z,sampler,,ibm_kyoto,ibm-q/open/main,,19
